apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
26.12,0.5,2013-12-25 11:00:00,16.86,0.58,fog,0,0,1027.9,Foggy,29.95,1387940400,1.0,1.862,332.0,3.65,3.65
30.27,0.0,2013-12-25 12:00:00,16.51,0.48,clear-day,0,0,,Clear,34.07,1387944000,2.0,2.175,333.0,4.19,4.19
35.86,0.0,2013-12-25 13:00:00,16.17,0.4,fog,0,0,,Foggy,38.43,1387947600,2.0,1.862,333.0,3.65,3.65
39.55,0.5,2013-12-25 14:00:00,11.92,0.28,partly-cloudy-day,0,0,1024.8,Mostly Cloudy,43.06,1387951200,1.0,3.108,327.0,6.0,5.76
38.57,0.0,2013-12-25 15:00:00,8.87,0.24,clear-day,0,0,,Clear,42.77,1387954800,1.0,3.73,312.0,12.01,6.83
36.22,,2013-12-25 16:00:00,4.6,0.21,clear-night,0,0,,Clear,42.23,1387958400,,3.73,297.0,19.95,10.44
30.79,0.88,2013-12-25 17:00:00,-0.22,0.19,cloudy,0,0,1026.19,Overcast,38.97,1387962000,0.0,6.206,309.0,20.45,14.13
28.04,,2013-12-25 18:00:00,-1.04,0.2,clear-night,0,0,,Clear,36.2,1387965600,0.0,6.206,323.0,18.0,12.08
24.53,,2013-12-25 19:00:00,-2.42,0.21,clear-night,0,0,,Clear,33.75,1387969200,0.0,6.206,319.0,16.99,13.12
17.5,,2013-12-25 20:00:00,-4.71,0.22,clear-night,0,0,1030.01,Clear,29.95,1387972800,0.0,6.206,325.0,21.0,19.31
15.9,,2013-12-25 21:00:00,-5.23,0.23,clear-night,0,0,,Clear,28.05,1387976400,0.0,6.206,332.0,26.15,16.66
13.56,,2013-12-25 22:00:00,-6.11,0.23,clear-night,0,0,,Clear,26.68,1387980000,0.0,6.206,327.0,28.83,18.28
13.92,,2013-12-25 23:00:00,-5.28,0.24,clear-night,0,0,1032.42,Clear,26.68,1387983600,0.0,6.206,334.0,29.89,17.24
10.72,,2013-12-26 00:00:00,-7.62,0.22,clear-night,0,0,,Windy,26.39,1387987200,0.0,6.206,320.0,,26.84
9.52,,2013-12-26 01:00:00,-7.62,0.23,clear-night,0,0,,Clear,24.59,1387990800,0.0,6.206,330.0,35.78,22.38
9.52,,2013-12-26 02:00:00,-5.78,0.26,clear-night,0,0,1033.0,Clear,24.59,1387994400,0.0,6.206,330.0,,22.38
9.52,,2013-12-26 03:00:00,-7.62,0.23,clear-night,0,0,,Clear,24.59,1387998000,0.0,6.206,330.0,33.54,22.38
8.63,,2013-12-26 04:00:00,-7.62,0.25,clear-night,0,0,,Clear,22.78,1388001600,0.0,6.206,330.0,,17.9
7.85,,2013-12-26 05:00:00,-7.62,0.25,clear-night,0,0,1034.12,Clear,22.78,1388005200,0.0,6.206,330.0,,20.12
9.51,,2013-12-26 06:00:00,-9.39,0.23,clear-night,0,0,,Clear,22.78,1388008800,0.0,6.206,330.0,,15.65
8.63,,2013-12-26 07:00:00,-9.39,0.23,clear-night,0,0,,Clear,22.78,1388012400,0.0,6.206,330.0,,17.9
8.63,,2013-12-26 08:00:00,-9.39,0.23,clear-night,0,0,1036.13,Clear,22.78,1388016000,,6.206,330.0,,17.9
14.14,,2013-12-26 09:00:00,-9.39,0.2,clear-night,0,0,,Clear,26.39,1388019600,,6.206,330.0,,15.65
14.93,,2013-12-26 10:00:00,-9.39,0.19,clear-night,0,0,,Clear,28.17,1388023200,,6.206,330.0,,20.12
17.25,,2013-12-26 11:00:00,-9.39,0.17,clear-night,0,0,1036.13,Clear,29.94,1388026800,,6.206,330.0,,20.12
20.85,,2013-12-26 12:00:00,-14.8,0.11,clear-night,0,0,,Clear,33.55,1388030400,,6.206,320.0,,24.6
24.36,,2013-12-26 13:00:00,-14.8,0.11,clear-night,0,0,,Clear,35.36,1388034000,,6.206,341.0,33.54,20.12
23.27,,2013-12-26 14:00:00,-13.03,0.12,clear-night,0,0,1033.7,Clear,35.36,1388037600,,6.206,341.0,33.54,24.6
23.79,,2013-12-26 15:00:00,-14.8,0.11,clear-night,0,0,,Clear,35.36,1388041200,,6.206,341.0,,22.38
23.79,,2013-12-26 16:00:00,-13.03,0.12,clear-night,0,0,,Clear,35.36,1388044800,,6.206,320.0,,22.38
22.62,,2013-12-26 17:00:00,-13.03,0.12,clear-night,0,0,1033.82,Clear,33.55,1388048400,0.0,6.206,341.0,,17.9
19.06,,2013-12-26 18:00:00,-13.03,0.13,clear-night,0,0,,Clear,31.79,1388052000,0.0,6.206,330.0,,22.38
20.34,,2013-12-26 19:00:00,-9.39,0.16,clear-night,0,0,,Clear,31.79,1388055600,0.0,6.206,320.0,,17.9
17.94,,2013-12-26 20:00:00,-9.39,0.17,clear-night,0,0,1034.78,Clear,29.94,1388059200,0.0,6.206,330.0,,17.9
17.25,,2013-12-26 21:00:00,-9.39,0.17,clear-night,0,0,,Clear,29.94,1388062800,0.0,6.206,341.0,,20.12
18.71,,2013-12-26 22:00:00,-9.39,0.17,clear-night,0,0,,Clear,29.94,1388066400,0.0,6.206,330.0,,15.65
13.88,,2013-12-26 23:00:00,-9.39,0.21,clear-night,0,0,1034.6,Clear,24.59,1388070000,0.0,6.206,350.0,,11.19
12.96,,2013-12-27 00:00:00,-7.62,0.25,clear-night,0,0,,Clear,22.78,1388073600,0.0,6.206,0.0,,8.96
16.13,,2013-12-27 01:00:00,-9.39,0.2,clear-night,0,0,,Clear,26.39,1388077200,0.0,6.206,320.0,,11.19
15.06,,2013-12-27 02:00:00,-9.39,0.2,clear-night,0,0,1034.3,Clear,26.39,1388080800,0.0,6.206,311.0,,13.42
17.33,,2013-12-27 03:00:00,-9.39,0.19,clear-night,0,0,,Clear,28.17,1388084400,0.0,6.206,311.0,,13.42
15.06,,2013-12-27 04:00:00,-9.39,0.2,clear-night,0,0,,Clear,26.39,1388088000,0.0,6.206,311.0,,13.42
18.01,,2013-12-27 05:00:00,-3.79,0.27,clear-night,0,0,1033.0,Clear,25.32,1388091600,0.0,6.206,301.0,10.01,6.3
16.43,,2013-12-27 06:00:00,-3.43,0.28,clear-night,0,0,,Clear,25.32,1388095200,0.0,6.206,298.0,10.01,8.41
16.11,,2013-12-27 07:00:00,-3.43,0.28,clear-night,0,0,,Clear,25.32,1388098800,0.0,6.206,311.0,10.01,8.9
15.14,0.75,2013-12-27 08:00:00,-2.33,0.3,partly-cloudy-day,0,0,1033.23,Mostly Cloudy,24.79,1388102400,0.0,6.206,302.0,9.4,9.4
18.16,,2013-12-27 09:00:00,-3.28,0.26,clear-night,0,0,,Clear,27.51,1388106000,,6.206,320.0,13.0,9.99
19.79,,2013-12-27 10:00:00,-2.83,0.26,clear-night,0,0,,Clear,28.05,1388109600,,6.206,306.0,8.37,8.37
22.15,0.88,2013-12-27 11:00:00,-1.88,0.25,cloudy,0,0,1031.9,Overcast,29.4,1388113200,1.0,6.206,296.0,8.99,7.3
24.14,,2013-12-27 12:00:00,-1.33,0.24,clear-night,0,0,,Clear,31.34,1388116800,,6.206,286.0,19.95,7.83
24.79,,2013-12-27 13:00:00,-4.19,0.2,clear-night,0,0,,Clear,31.88,1388120400,,6.206,307.0,15.19,7.86
27.12,0.88,2013-12-27 14:00:00,-3.75,0.2,cloudy,0,0,1028.0,Overcast,33.23,1388124000,1.0,6.206,336.0,13.05,6.79
30.56,,2013-12-27 15:00:00,-3.35,0.2,clear-night,0,0,,Clear,33.23,1388127600,,6.206,350.0,3.11,3.11
32.93,,2013-12-27 16:00:00,-2.86,0.21,clear-night,0,0,,Clear,32.93,1388131200,,6.206,10.0,2.99,2.61
33.23,0.88,2013-12-27 17:00:00,-2.91,0.21,cloudy,0,0,1027.39,Overcast,33.23,1388134800,0.0,6.206,260.0,7.26,2.08
30.21,,2013-12-27 18:00:00,0.81,0.28,clear-night,0,0,,Clear,30.21,1388138400,0.0,6.206,80.0,7.26,2.08
29.66,,2013-12-27 19:00:00,0.28,0.28,clear-night,0,0,,Clear,29.66,1388142000,0.0,6.206,71.0,2.99,2.08
28.3,0.88,2013-12-27 20:00:00,0.61,0.3,cloudy,0,0,1027.59,Overcast,28.3,1388145600,0.0,6.206,71.0,2.01,1.04
27.46,,2013-12-27 21:00:00,1.46,0.32,clear-night,0,0,,Clear,27.46,1388149200,0.0,6.206,,0.0,0.0
26.08,0.0,2013-12-27 22:00:00,1.7,0.34,clear-night,0,0,,Clear,26.08,1388152800,0.0,4.974,20.0,2.08,2.08
24.17,,2013-12-27 23:00:00,0.61,0.35,clear-night,0,0,1027.39,Clear,24.17,1388156400,0.0,4.974,341.0,4.99,2.08
24.17,0.0,2013-12-28 00:00:00,0.76,0.36,clear-night,0,0,,Clear,24.17,1388160000,0.0,4.974,336.0,2.99,2.61
20.6,0.0,2013-12-28 01:00:00,3.6,0.37,clear-night,0,0,,Clear,26.68,1388163600,0.0,4.974,300.0,5.23,5.23
20.52,,2013-12-28 02:00:00,5.16,0.37,clear-night,0,0,1027.49,Clear,28.05,1388167200,0.0,4.974,305.0,7.3,7.3
18.51,,2013-12-28 03:00:00,4.7,0.38,clear-night,0,0,,Clear,26.68,1388170800,0.0,6.206,299.0,7.79,7.79
17.58,,2013-12-28 04:00:00,3.37,0.38,clear-night,0,0,,Clear,25.32,1388174400,0.0,6.206,311.0,10.99,6.83
15.92,,2013-12-28 05:00:00,1.14,0.33,clear-night,0,0,1027.19,Clear,26.15,1388178000,0.0,6.206,315.0,12.01,11.02
14.62,,2013-12-28 06:00:00,-0.06,0.33,clear-night,0,0,,Clear,25.32,1388181600,0.0,6.206,297.0,14.0,11.52
15.83,,2013-12-28 07:00:00,0.09,0.34,clear-night,0,0,,Clear,24.79,1388185200,0.0,6.206,309.0,8.33,8.33
14.78,,2013-12-28 08:00:00,-0.69,0.33,clear-night,0,0,1028.42,Clear,24.24,1388188800,,6.206,322.0,10.99,8.9
16.21,,2013-12-28 09:00:00,-2.18,0.29,clear-night,0,0,,Clear,26.15,1388192400,,6.206,308.0,13.0,10.48
16.87,,2013-12-28 10:00:00,-4.51,0.24,clear-night,0,0,,Clear,27.51,1388196000,,6.206,314.0,13.0,12.55
18.8,,2013-12-28 11:00:00,-5.6,0.21,clear-night,0,0,1029.1,Clear,29.4,1388199600,,6.206,310.0,14.99,13.61
21.48,,2013-12-28 12:00:00,-5.64,0.2,clear-night,0,0,,Clear,30.8,1388203200,,6.206,314.0,14.99,11.54
22.79,,2013-12-28 13:00:00,-9.03,0.16,clear-night,0,0,,Clear,32.7,1388206800,,6.206,300.0,16.0,14.15
24.54,,2013-12-28 14:00:00,-8.25,0.16,clear-night,0,0,1025.61,Clear,33.23,1388210400,,6.206,295.0,14.99,11.52
27.66,,2013-12-28 15:00:00,-8.77,0.14,clear-night,0,0,,Clear,35.15,1388214000,,6.206,300.0,18.89,9.93
28.46,,2013-12-28 16:00:00,-7.94,0.15,clear-night,0,0,,Clear,35.15,1388217600,,6.206,299.0,17.29,8.37
27.74,,2013-12-28 17:00:00,-8.67,0.15,clear-night,0,0,1024.61,Clear,33.75,1388221200,0.0,6.206,275.0,14.62,6.79
26.76,,2013-12-28 18:00:00,-8.56,0.16,clear-night,0,0,,Clear,33.23,1388224800,0.0,6.206,267.0,16.22,7.33
28.81,,2013-12-28 19:00:00,-7.22,0.17,clear-night,0,0,,Clear,33.23,1388228400,0.0,6.206,268.0,4.69,4.69
29.03,0.25,2013-12-28 20:00:00,-6.76,0.18,partly-cloudy-night,0,0,1025.22,Partly Cloudy,31.88,1388232000,0.0,6.206,281.0,4.99,3.11
26.12,,2013-12-28 21:00:00,-7.22,0.18,clear-night,0,0,,Clear,31.34,1388235600,0.0,6.206,281.0,5.19,5.19
28.34,,2013-12-28 22:00:00,-6.31,0.19,clear-night,0,0,,Clear,31.88,1388239200,0.0,6.206,290.0,3.65,3.65
26.26,,2013-12-28 23:00:00,-7.22,0.18,clear-night,0,0,1024.8,Clear,31.88,1388242800,0.0,6.206,278.0,7.99,5.79
25.72,,2013-12-29 00:00:00,-4.71,0.21,clear-night,0,0,,Clear,31.03,1388246400,0.0,6.206,250.0,5.23,5.23
24.48,,2013-12-29 01:00:00,-6.01,0.19,clear-night,0,0,,Clear,31.88,1388250000,0.0,6.206,276.0,8.37,8.37
25.27,,2013-12-29 02:00:00,-6.01,0.19,clear-night,0,0,1023.6,Clear,31.03,1388253600,0.0,6.206,265.0,7.99,5.76
24.19,,2013-12-29 03:00:00,-6.53,0.18,clear-night,0,0,,Clear,31.88,1388257200,0.0,6.206,289.0,10.01,8.86
24.19,,2013-12-29 04:00:00,-6.01,0.19,clear-night,0,0,,Clear,31.88,1388260800,0.0,6.206,300.0,8.86,8.86
23.86,,2013-12-29 05:00:00,-6.01,0.2,clear-night,0,0,1021.62,Clear,30.21,1388264400,0.0,6.206,318.0,7.99,6.3
23.66,,2013-12-29 06:00:00,-5.55,0.22,clear-night,0,0,,Clear,28.83,1388268000,0.0,6.206,336.0,4.99,4.69
28.0,,2013-12-29 07:00:00,-4.71,0.23,clear-night,0,0,,Clear,28.0,1388271600,0.0,6.206,11.0,2.08,2.08
24.95,,2013-12-29 08:00:00,-3.89,0.28,clear-night,0,0,1021.62,Clear,24.95,1388275200,,6.206,11.0,1.04,1.04
28.3,,2013-12-29 09:00:00,1.12,0.3,clear-night,0,0,,Clear,28.3,1388278800,,6.206,90.0,2.08,2.08
33.75,0.0,2013-12-29 10:00:00,-0.78,0.22,clear-day,0,0,,Clear,33.75,1388282400,1.0,4.974,90.0,2.99,2.08
38.43,,2013-12-29 11:00:00,-2.47,0.17,clear-night,0,0,1020.5,Clear,38.43,1388286000,,4.974,174.0,4.0,1.58
40.86,,2013-12-29 12:00:00,-4.14,0.14,clear-night,0,0,,Clear,40.86,1388289600,,6.206,169.0,4.99,2.61
38.57,,2013-12-29 13:00:00,-4.75,0.13,clear-night,0,0,,Clear,42.77,1388293200,,6.206,229.0,8.99,6.83
39.04,,2013-12-29 14:00:00,-3.89,0.13,clear-night,0,0,1016.81,Clear,43.61,1388296800,,6.206,240.0,14.69,7.86
41.18,,2013-12-29 15:00:00,-3.65,0.13,clear-night,0,0,,Clear,44.68,1388300400,,6.206,224.0,14.66,6.26
40.19,,2013-12-29 16:00:00,-4.3,0.13,clear-night,0,0,,Clear,43.3,1388304000,,6.206,232.0,15.16,5.23
38.88,,2013-12-29 17:00:00,-3.7,0.15,clear-night,0,0,1016.6,Clear,40.57,1388307600,0.0,6.206,180.0,3.11,3.11
37.82,,2013-12-29 18:00:00,-3.99,0.16,clear-night,0,0,,Clear,37.82,1388311200,0.0,6.206,191.0,2.99,2.61
37.06,,2013-12-29 19:00:00,-2.52,0.17,clear-night,0,0,,Clear,38.97,1388314800,0.0,6.206,221.0,3.11,3.11
36.45,0.0,2013-12-29 20:00:00,-1.99,0.19,clear-night,0,0,1017.49,Clear,36.45,1388318400,0.0,4.974,191.0,2.08,2.08
38.43,0.0,2013-12-29 21:00:00,-1.46,0.18,clear-night,0,0,,Clear,38.43,1388322000,0.0,4.974,191.0,2.08,2.08
29.91,0.0,2013-12-29 22:00:00,3.6,0.32,clear-night,0,0,,Clear,29.91,1388325600,0.0,4.346,314.0,4.0,2.61
33.42,,2013-12-29 23:00:00,3.54,0.28,clear-night,0,0,1017.6,Clear,33.42,1388329200,0.0,4.346,309.0,4.99,0.54
32.05,,2013-12-30 00:00:00,-1.94,0.19,clear-night,0,0,,Clear,37.04,1388332800,0.0,4.974,297.0,6.26,6.26
30.43,,2013-12-30 01:00:00,-2.47,0.18,clear-night,0,0,,Clear,36.75,1388336400,0.0,6.206,276.0,8.99,8.37
31.85,,2013-12-30 02:00:00,-3.35,0.17,clear-night,0,0,1017.1,Clear,38.12,1388340000,0.0,6.206,288.0,8.86,8.86
30.67,,2013-12-30 03:00:00,-3.89,0.16,clear-night,0,0,,Clear,38.12,1388343600,0.0,6.206,286.0,11.52,11.52
30.32,,2013-12-30 04:00:00,-3.79,0.18,clear-night,0,0,,Clear,35.91,1388347200,0.0,6.206,272.0,10.99,6.83
30.02,,2013-12-30 05:00:00,-3.75,0.18,clear-night,0,0,1016.29,Clear,35.36,1388350800,0.0,6.206,291.0,8.99,6.3
30.29,,2013-12-30 06:00:00,-3.75,0.19,clear-night,0,0,,Clear,34.55,1388354400,0.0,6.206,324.0,10.01,4.76
30.21,,2013-12-30 07:00:00,-2.96,0.17,clear-night,0,0,,Clear,37.59,1388358000,0.0,6.206,320.0,16.0,11.02
30.25,,2013-12-30 08:00:00,-2.91,0.18,clear-night,0,0,1016.99,Clear,37.04,1388361600,,6.206,309.0,10.01,9.4
32.39,,2013-12-30 09:00:00,-2.52,0.17,clear-night,0,0,,Clear,38.97,1388365200,,6.206,292.0,14.99,9.93
33.73,,2013-12-30 10:00:00,-1.31,0.16,clear-night,0,0,,Clear,40.86,1388368800,,6.206,288.0,14.99,12.55
34.47,,2013-12-30 11:00:00,-1.7,0.15,clear-night,0,0,1017.2,Clear,42.23,1388372400,,6.206,285.0,18.0,15.74
35.11,,2013-12-30 12:00:00,-0.88,0.16,clear-night,0,0,,Clear,42.23,1388376000,,6.206,282.0,26.27,13.61
36.4,,2013-12-30 13:00:00,-0.45,0.15,clear-night,0,0,,Clear,43.61,1388379600,,6.206,272.0,28.89,15.19
38.22,,2013-12-30 14:00:00,0.73,0.16,clear-night,0,0,1015.09,Clear,44.68,1388383200,,6.206,253.0,23.13,13.61
39.08,,2013-12-30 15:00:00,-0.95,0.14,clear-night,0,0,,Clear,44.68,1388386800,,6.206,280.0,22.59,10.97
39.27,,2013-12-30 16:00:00,-1.51,0.14,clear-night,0,0,,Clear,44.68,1388390400,,6.206,278.0,20.45,10.44
38.95,,2013-12-30 17:00:00,-0.55,0.16,clear-night,0,0,1015.19,Clear,43.3,1388394000,0.0,6.206,284.0,14.08,7.3
38.35,,2013-12-30 18:00:00,-0.36,0.17,clear-night,0,0,,Clear,41.39,1388397600,0.0,6.206,289.0,12.52,4.69
41.69,,2013-12-30 19:00:00,-0.27,0.17,clear-night,0,0,,Clear,41.69,1388401200,0.0,6.206,290.0,2.99,2.08
38.6,,2013-12-30 20:00:00,1.1,0.19,clear-night,0,0,1015.82,Clear,40.32,1388404800,0.0,6.206,221.0,3.11,3.11
35.59,,2013-12-30 21:00:00,1.47,0.2,clear-night,0,0,,Clear,38.66,1388408400,0.0,6.206,195.0,6.0,4.19
35.12,,2013-12-30 22:00:00,0.95,0.2,clear-night,0,0,,Clear,38.66,1388412000,0.0,6.206,211.0,7.01,4.72
38.97,,2013-12-30 23:00:00,0.63,0.19,clear-night,0,0,1014.61,Clear,38.97,1388415600,0.0,6.206,221.0,2.08,2.08
32.87,,2013-12-31 00:00:00,3.55,0.28,clear-night,0,0,,Clear,32.87,1388419200,0.0,6.206,221.0,2.08,2.08
34.3,,2013-12-31 01:00:00,1.8,0.25,clear-night,0,0,,Clear,34.3,1388422800,0.0,6.206,259.0,7.99,2.61
28.88,,2013-12-31 02:00:00,3.55,0.28,clear-night,0,0,1012.6,Clear,32.87,1388426400,0.0,6.206,335.0,4.99,4.19
25.95,,2013-12-31 03:00:00,6.06,0.35,clear-night,0,0,,Clear,30.37,1388430000,0.0,6.206,344.0,10.01,4.23
31.81,,2013-12-31 04:00:00,5.87,0.33,clear-night,0,0,,Clear,31.81,1388433600,0.0,6.206,278.0,2.61,2.61
29.32,,2013-12-31 05:00:00,7.07,0.38,clear-night,0,0,1011.11,Clear,29.32,1388437200,0.0,6.206,162.0,4.99,2.61
32.93,,2013-12-31 06:00:00,4.12,0.24,clear-night,0,0,,Clear,37.82,1388440800,0.0,6.206,273.0,13.0,6.34
34.96,,2013-12-31 07:00:00,2.85,0.2,clear-night,0,0,,Clear,41.39,1388444400,0.0,6.206,291.0,16.99,11.02
34.38,,2013-12-31 08:00:00,4.16,0.21,clear-night,0,0,1012.21,Clear,41.39,1388448000,,6.206,291.0,26.35,12.62
35.49,,2013-12-31 09:00:00,4.6,0.2,clear-night,0,0,,Clear,42.77,1388451600,,6.206,309.0,19.99,14.66
37.22,,2013-12-31 10:00:00,5.93,0.2,clear-night,0,0,,Clear,44.13,1388455200,,6.206,300.0,27.89,14.66
37.91,,2013-12-31 11:00:00,5.04,0.19,clear-night,0,0,1013.59,Clear,44.68,1388458800,,6.206,273.0,19.99,14.69
40.2,,2013-12-31 12:00:00,5.36,0.18,clear-night,0,0,,Clear,46.87,1388462400,,6.206,312.0,30.49,16.77
41.54,,2013-12-31 13:00:00,5.8,0.18,clear-night,0,0,,Clear,47.41,1388466000,,6.206,303.0,25.28,14.19
41.95,,2013-12-31 14:00:00,5.43,0.17,clear-night,0,0,1011.29,Clear,47.95,1388469600,,6.206,301.0,27.92,15.27
41.84,,2013-12-31 15:00:00,6.27,0.18,clear-night,0,0,,Clear,47.95,1388473200,,6.206,300.0,25.73,15.74
41.84,,2013-12-31 16:00:00,6.27,0.18,clear-night,0,0,,Clear,47.95,1388476800,,6.206,288.0,28.35,15.74
40.35,0.38,2013-12-31 17:00:00,4.95,0.18,partly-cloudy-night,0,0,1012.91,Partly Cloudy,46.58,1388480400,0.0,6.206,302.0,25.2,14.66
41.44,,2013-12-31 18:00:00,4.43,0.17,clear-night,0,0,,Clear,46.58,1388484000,0.0,6.206,307.0,21.99,11.02
42.45,,2013-12-31 19:00:00,3.44,0.17,clear-night,0,0,,Clear,45.2,1388487600,0.0,6.206,290.0,14.05,5.19
41.5,0.38,2013-12-31 20:00:00,1.88,0.17,partly-cloudy-night,0,0,1014.2,Partly Cloudy,44.68,1388491200,0.0,6.206,284.0,14.05,5.72
41.2,,2013-12-31 21:00:00,1.33,0.16,clear-night,0,0,,Clear,44.68,1388494800,0.0,6.206,290.0,6.22,6.22
39.53,,2013-12-31 22:00:00,1.42,0.17,clear-night,0,0,,Clear,43.3,1388498400,0.0,6.206,282.0,6.26,6.26
39.98,,2013-12-31 23:00:00,2.76,0.18,clear-night,0,0,1014.99,Clear,44.13,1388502000,0.0,6.206,290.0,7.26,7.26
