113959,44927,44928
115092,44927,45731
117634,44927,47154
113960,44928,44927
125911,44928,50714
128529,44928,51698
113961,44929,44930
114496,44929,45315
121575,44929,48991
113962,44930,44929
121579,44930,48994
121600,44930,49001
121616,44930,49009
113963,44931,44932
117468,44931,46144
121924,44931,46620
126056,44931,50767
113964,44932,44931
113965,44932,44933
114492,44932,45312
113966,44933,44932
121934,44933,48170
121937,44933,45746
113967,44934,44935
116363,44934,46534
117946,44934,45774
128570,44934,51720
113968,44935,44934
121883,44935,49130
121885,44935,49131
113971,44936,44938
121981,44936,49166
122020,44936,48184
122042,44936,47448
113972,44938,44936
113973,44938,44939
121987,44938,49168
122018,44938,48182
113974,44939,44938
113975,44939,44940
114567,44939,45368
113976,44940,44939
114575,44940,45373
116856,44940,46801
113977,44941,44942
121774,44941,49086
121904,44941,49136
113978,44942,44941
113979,44942,44943
119576,44942,48124
113980,44943,44942
114585,44943,45379
119500,44943,48086
113981,44944,44945
115162,44944,45776
125963,44944,50740
113982,44945,44944
113983,44945,44946
114599,44945,45389
113984,44946,44945
114611,44946,45399
115155,44946,45771
124004,44946,45399
113987,44948,44949
117251,44948,46980
117256,44948,46981
131910,44949,50740
131915,44949,52887
113988,44949,44948
119602,44949,48139
113989,44950,44951
116361,44950,46532
121822,44950,49102
136724,44951,46164
115543,44951,46067
116022,44951,46335
116025,44951,46338
116035,44951,46338
116641,44951,46335
119542,44951,46909
114008,44970,44971
114138,44970,45072
120523,44970,48568
114009,44971,44970
114012,44971,44973
114293,44971,45183
114013,44973,44971
114323,44973,45201
125525,44973,46031
114014,44974,44975
118596,44974,47653
120552,44974,48577
114015,44975,44974
120548,44975,44976
128363,44975,51649
136068,44976,54136
114016,44976,44977
120547,44976,44975
136578,44977,54282
114017,44977,44976
131157,44978,45321
114018,44978,44979
114035,44978,44989
114019,44979,44978
114020,44979,44980
114512,44979,45326
131170,44980,52655
114021,44980,44979
114022,44980,44981
135607,44981,45336
114023,44981,44980
114024,44981,44982
131296,44982,50726
114025,44982,44981
114026,44982,44983
131218,44983,45351
134242,44983,53606
114027,44983,44982
121728,44983,49064
135652,44984,52670
114028,44984,44985
121738,44984,49066
128476,44984,51685
131245,44985,52677
114029,44985,44984
119054,44985,47876
121729,44985,49065
131248,44986,52677
114030,44986,44987
123013,44986,49578
114031,44987,44986
114032,44987,44988
123815,44987,49895
129790,44987,52170
132653,44988,53106
114033,44988,44987
123033,44988,49585
135584,44989,47842
114034,44989,44978
115562,44989,46089
115564,44989,46083
128403,44989,51660
137565,44997,44998
114044,44997,44998
114047,44997,44999
118188,44997,47440
137566,44998,45012
137568,44998,54549
137569,44998,52823
137573,44998,45012
114045,44998,44997
137553,44999,44997
137556,44999,54547
114046,44999,44997
116307,44999,45001
118190,44999,45229
118193,44999,47440
114048,45000,45001
116074,45000,45010
117482,45000,46969
117486,45000,45010
125829,45000,45001
137558,45001,54548
114049,45001,45000
114385,45001,45243
116306,45001,44999
125827,45001,46968
114050,45002,45003
115111,45002,45744
119695,45002,48186
114051,45003,45002
114052,45003,45004
116863,45003,46804
124138,45003,49228
114053,45004,45003
116557,45004,46219
124128,45004,50015
114054,45005,45006
124131,45005,50015
124135,45005,45390
114055,45006,45005
114605,45006,45394
124148,45006,50018
114056,45007,45008
124143,45007,50016
124145,45007,50017
132784,45008,50020
114057,45008,45007
116961,45008,45437
131772,45009,50692
114058,45009,45010
116817,45009,46778
117948,45009,45010
121480,45009,46778
128786,45009,51792
131779,45010,46363
116070,45010,46363
116073,45010,45000
116551,45010,45000
117073,45010,46627
117074,45010,46656
117487,45010,45000
117949,45010,45009
119343,45010,47086
125851,45010,46656
128784,45010,51791
131702,45012,52823
137574,45012,44998
137578,45012,52823
137586,45012,54554
114060,45012,45013
115968,45012,45013
137600,45013,54560
137611,45013,54560
114061,45013,45012
115775,45013,46216
117287,45013,46735
117290,45013,46035
117293,45013,46735
131646,45014,45025
131650,45014,52804
114062,45014,45015
114063,45015,45014
114064,45015,45016
114350,45015,45220
114065,45016,45015
121265,45016,48865
121297,45016,48878
121302,45016,46903
114066,45017,45018
117086,45017,46901
121286,45017,48873
114067,45018,45017
117091,45018,46903
121277,45018,48870
114068,45019,45020
114071,45019,45021
121283,45019,48873
114069,45020,45019
114179,45020,45101
116274,45020,46105
121445,45020,48940
114070,45021,45019
114129,45021,45065
114131,45021,45066
115096,45021,45733
114072,45022,45023
121250,45022,48857
114073,45023,45022
121221,45023,48845
121244,45023,48855
134028,45024,53530
114074,45024,45025
115499,45024,46033
116739,45024,46731
116747,45024,46731
128736,45024,46033
131645,45025,45014
131656,45025,52805
114075,45025,45024
128725,45025,48864
128730,45025,46033
131684,45065,47236
136204,45065,52817
114128,45065,45021
117478,45065,47084
114130,45066,45021
114410,45066,45101
119259,45066,45963
114132,45067,45068
116914,45067,46721
124176,45067,50030
114133,45068,45067
114134,45068,45069
114685,45068,45455
114135,45069,45068
114196,45069,45113
114199,45069,45115
129978,45069,52241
114139,45072,44970
119074,45072,47886
120529,45072,48570
137693,45073,45074
114140,45073,45074
119077,45073,47886
119080,45073,47889
137692,45074,45073
114141,45074,45073
117348,45074,45081
119092,45074,47894
114144,45075,45077
