81835,81832,39.94757725,116.3245213,39.948072,116.325363,0,1,1,0
81835,81834,39.94765,116.325691,39.948072,116.325363,3,1,0.25,0
89473,89474,39.94871,116.383503,39.948761,116.3829595,9,4,0.307692308,40.64207833
89473,89476,39.94871,116.383503,39.948837,116.385143,15,4,0.210526316,49.77817089
81923,79709,39.9384308,116.3271896,39.937775,116.326298,17,3,0.15,22.24299066
81923,79207,39.937785,116.327202,39.937775,116.326298,6,3,0.333333333,0
98335,96723,39.966693,116.448807,39.966634,116.450321,16,2,0.111111111,31.25817757
98336,95224,39.9190015,116.3791715,39.920339,116.378655,3,2,0.4,23.66471963
98336,96958,39.918905,116.378201,39.920339,116.378655,3,1,0.25,28.83828438
84453,84522,39.917989,116.370934,39.917987,116.370277,2,1,0.333333333,0
84453,84454,39.917989,116.370934,39.917994,116.37368,1,1,0.5,0
84453,84455,39.917989,116.370934,39.917488,116.370876,0,1,1,0
81836,81832,39.94757725,116.3245213,39.9482855,116.3246785,0,1,1,0
81836,81828,39.94955467,116.324256,39.9482855,116.3246785,0,1,1,0
81836,81838,39.9482855,116.3246785,39.948377,116.325264,0,1,1,0
81836,81839,39.9482855,116.3246785,39.9494805,116.324688,0,1,1,0
81929,85240,39.9369075,116.3304005,39.936951,116.331596,0,1,1,0
81929,85241,39.9369075,116.3304005,39.937274,116.331589,10,3,0.230769231,31.99799733
81929,81354,39.9359675,116.330393,39.9369075,116.3304005,12,4,0.25,46.40398309
81929,85242,39.9369075,116.3304005,39.9369405,116.32999,2,1,0.333333333,0
81931,85240,39.936958,116.332024,39.936951,116.331596,0,1,1,0
81931,81932,39.936958,116.332024,39.936974,116.33268,0,1,1,0
81931,81933,39.936958,116.332024,39.937197,116.332359,0,1,1,0
81932,81357,39.9369865,116.3332155,39.936974,116.33268,0,1,1,34.25901202
98378,98377,39.91801017,116.4539973,39.91798833,116.4551547,21,8,0.275862069,40.22001558
81933,81934,39.937197,116.332359,39.937444,116.332645,3,1,0.25,36.17823765
98385,98377,39.91801017,116.4539973,39.91728867,116.454623,34,13,0.276595745,47.54485147
81935,81936,39.928121,116.32431,39.929571,116.325741,10,3,0.230769231,0
81935,80364,39.928121,116.325834,39.928121,116.32431,19,4,0.173913043,20.09112149
81935,81365,39.928113,116.32288,39.928121,116.32431,12,1,0.076923077,31.6064753
81936,79504,39.93243357,116.3257776,39.929571,116.325741,13,2,0.133333333,16.57192924
81936,80364,39.928121,116.325834,39.929571,116.325741,0,1,1,0
81838,81839,39.948377,116.325264,39.9494805,116.324688,11,2,0.153846154,0
89476,90552,39.948837,116.385143,39.948998,116.389816,7,4,0.363636364,47.69359146
89476,91746,39.948837,116.385143,39.948041,116.385098,5,2,0.285714286,36.42830441
89476,89475,39.949079,116.383942,39.948837,116.385143,5,1,0.166666667,26.08144193
89476,89478,39.948837,116.385143,39.948728,116.386787,32,8,0.2,39.69826435
81939,85257,39.933116,116.336128,39.9331235,116.3354252,0,1,1,0
81939,80210,39.932963,116.33643,39.933116,116.336128,1,1,0.5,0
81939,81940,39.933116,116.336128,39.933553,116.33613,0,1,1,0
81940,85256,39.933553,116.33613,39.933589,116.335598,0,1,1,0
81940,85259,39.933553,116.33613,39.933665,116.336525,3,1,0.25,32.76018024
81941,78512,39.93734,116.3465693,39.938672,116.346417,43,11,0.203703704,45.48400898
