date,prior_days,prior_hours,learning_rate,dropout,gc_dims,lstm_dims,dense_dims,label_range,range,mae
2020-08-12,3,4,0.001960297021008763,0.1,"[13, 13]","[11, 11]",[1],"(0.0, 1.0)","(0.035410013, 0.596454)",0.2602612508556588
2020-08-12,3,4,0.001960297021008763,0.1,"[13, 13]","[11, 11]",[1],"(0.0, 1.0)","(0.05468364, 0.26375526)",0.16070883382325024
2020-08-12,3,4,0.001960297021008763,0.1,"[13, 13]","[11, 11]",[1],"(0.0, 1.0)","(0.0, 0.2706717)",0.14039376652436913
2020-08-12,3,4,0.009296866408874874,0.1,"[20, 20]",[14],[1],"(0.0, 1.0)","(0.0, 0.6347785)",0.18911047299801917
2020-08-12,3,4,0.009296866408874874,0.1,"[20, 20]",[14],[1],"(0.0, 1.0)","(0.0, 0.44296664)",0.06274397212240032
2020-08-12,3,4,0.009296866408874874,0.1,"[20, 20]",[14],[1],"(0.0, 1.0)","(0.0, 1.0)",0.13178250685483253
2020-08-12,3,4,0.001395878537371477,0.1,[24],"[13, 13]","[3, 1]","(0.0, 1.0)","(0.0, 0.09590099)",0.10558133308140007
2020-08-12,3,4,0.001395878537371477,0.1,[24],"[13, 13]","[3, 1]","(0.0, 1.0)","(0.0, 0.062236387)",0.10356693194990485
2020-08-12,3,4,0.001395878537371477,0.1,[24],"[13, 13]","[3, 1]","(0.0, 1.0)","(0.0, 0.15848564)",0.08040348839912428
2020-08-12,3,4,0.0015389943707263692,0.1,[13],[15],"[12, 1]","(0.0, 1.0)","(0.0, 0.17103173)",0.06399731330079517
2020-08-12,3,4,0.0015389943707263692,0.1,[13],[15],"[12, 1]","(0.0, 1.0)","(0.1787803, 0.9685366)",0.44380377181315706
2020-08-12,3,4,0.0015389943707263692,0.1,[13],[15],"[12, 1]","(0.0, 1.0)","(0.0, 1.0)",0.2071268160388582
2020-08-12,3,4,0.001068594694591958,0.1,"[19, 19]","[10, 10]",[1],"(0.0, 1.0)","(0.0, 0.2675294)",0.20435725209487196
2020-08-12,3,4,0.001068594694591958,0.1,"[19, 19]","[10, 10]",[1],"(0.0, 1.0)","(0.0, 0.07805002)",0.05978346316340479
2020-08-12,3,4,0.001068594694591958,0.1,"[19, 19]","[10, 10]",[1],"(0.0, 1.0)","(0.0, 0.17521201)",0.12964667239103606
2020-08-12,3,4,0.007148398487042618,0.1,[30],"[9, 9]",[1],"(0.0, 1.0)","(0.0, 0.28226465)",0.15743695472667404
2020-08-12,3,4,0.007148398487042618,0.1,[30],"[9, 9]",[1],"(0.0, 1.0)","(0.026670884, 0.17933373)",0.14245017081256056
2020-08-12,3,4,0.007148398487042618,0.1,[30],"[9, 9]",[1],"(0.0, 1.0)","(0.0, 0.16878432)",0.11805575577769882
2020-08-12,3,4,0.005095740347655879,0.1,"[11, 11]",[21],[1],"(0.0, 1.0)","(0.0, 0.6234396)",0.11909348063595526
2020-08-12,3,4,0.005095740347655879,0.1,"[11, 11]",[21],[1],"(0.0, 1.0)","(0.0, 0.49339545)",0.06004482667775094
2020-08-12,3,4,0.005095740347655879,0.1,"[11, 11]",[21],[1],"(0.0, 1.0)","(0.0, 0.32337976)",0.07696949946905683
2020-08-12,3,4,0.009830820273048385,0.1,[14],[29],"[8, 1]","(0.0, 1.0)","(0.0, 0.22242531)",0.1692141907092289
2020-08-12,3,4,0.009830820273048385,0.1,[14],[29],"[8, 1]","(0.0, 1.0)","(0.0, 0.43758416)",0.05960090415113444
2020-08-12,3,4,0.009830820273048385,0.1,[14],[29],"[8, 1]","(0.0, 1.0)","(0.091044694, 0.8342905)",0.3697812628133338
2020-08-12,3,4,0.004647318590120407,0.1,[9],[25],"[3, 1]","(0.0, 1.0)","(0.0, 0.6676133)",0.2103861934672423
2020-08-12,3,4,0.004647318590120407,0.1,[9],[25],"[3, 1]","(0.0, 1.0)","(0.025082968, 0.06512743)",0.11176080598675703
2020-08-12,3,4,0.004647318590120407,0.1,[9],[25],"[3, 1]","(0.0, 1.0)","(0.0, 0.42089495)",0.12319208787129488
2020-08-12,3,4,0.006701753091213264,0.1,"[8, 8]",[15],"[3, 1]","(0.0, 1.0)","(0.0, 0.092300184)",0.07336797949142201
2020-08-12,3,4,0.006701753091213264,0.1,"[8, 8]",[15],"[3, 1]","(0.0, 1.0)","(0.0, 0.32896376)",0.0910653289464534
2020-08-12,3,4,0.006701753091213264,0.1,"[8, 8]",[15],"[3, 1]","(0.0, 1.0)","(0.0, 0.06424467)",0.06058355150947447
2020-08-12,3,4,0.002644267569282196,0.1,"[14, 14]",[8],[1],"(0.0, 1.0)","(0.0, 0.73361355)",0.06484167461873046
2020-08-12,3,4,0.002644267569282196,0.1,"[14, 14]",[8],[1],"(0.0, 1.0)","(0.0, 0.5952435)",0.09643484752240206
2020-08-12,3,4,0.002644267569282196,0.1,"[14, 14]",[8],[1],"(0.0, 1.0)","(0.0, 0.62059593)",0.06906453379195829
2020-08-12,3,4,0.0016513426212717741,0.1,[13],[10],[1],"(0.0, 1.0)","(0.0, 0.45278862)",0.08437289907288736
2020-08-12,3,4,0.0016513426212717741,0.1,[13],[10],[1],"(0.0, 1.0)","(0.0, 0.5233245)",0.13208746217702505
2020-08-12,3,4,0.0016513426212717741,0.1,[13],[10],[1],"(0.0, 1.0)","(0.0, 1.0)",0.0754205297489126
2020-08-12,3,4,0.001402062935732516,0.1,"[14, 14]","[9, 9]","[3, 1]","(0.0, 1.0)","(0.0, 0.2910047)",0.10142612718664676
2020-08-12,3,4,0.001402062935732516,0.1,"[14, 14]","[9, 9]","[3, 1]","(0.0, 1.0)","(0.0, 0.18609504)",0.1147871696546099
2020-08-12,3,4,0.001402062935732516,0.1,"[14, 14]","[9, 9]","[3, 1]","(0.0, 1.0)","(0.0, 0.06485436)",0.10434039941418878
2020-08-12,3,4,0.0034167622094278967,0.1,[21],[11],[1],"(0.0, 1.0)","(0.0, 0.82494307)",0.14446255230830574
2020-08-12,3,4,0.0034167622094278967,0.1,[21],[11],[1],"(0.0, 1.0)","(0.0, 0.24966452)",0.0664324104016722
2020-08-12,3,4,0.0034167622094278967,0.1,[21],[11],[1],"(0.0, 1.0)","(0.0, 1.0)",0.44102562845639603
2020-08-12,3,4,0.0011180683423478409,0.1,[31],"[14, 14]",[1],"(0.0, 1.0)","(0.0, 0.120541506)",0.07026383540194807
2020-08-12,3,4,0.002147109928360652,0.1,[12],"[11, 11]","[2, 1]","(0.0, 1.0)","(0.040825386, 0.08555335)",0.09314305139217344
2020-08-12,3,4,0.002147109928360652,0.1,[12],"[11, 11]","[2, 1]","(0.0, 1.0)","(0.009833822, 0.18930753)",0.10047295333712233
2020-08-12,3,4,0.002147109928360652,0.1,[12],"[11, 11]","[2, 1]","(0.0, 1.0)","(0.026600609, 0.17062072)",0.11564242995126692
2020-08-12,3,4,0.0023318426909611804,0.1,"[20, 20]","[9, 9]",[1],"(0.0, 1.0)","(0.0, 0.6240072)",0.1984102032922486
2020-08-12,3,4,0.0023318426909611804,0.1,"[20, 20]","[9, 9]",[1],"(0.0, 1.0)","(0.0, 0.47794026)",0.24625176284453706
2020-08-12,3,4,0.0023318426909611804,0.1,"[20, 20]","[9, 9]",[1],"(0.0, 1.0)","(0.060371418, 0.26476657)",0.15263609805778106
2020-08-12,3,4,0.0010360101840377553,0.1,[11],[20],"[3, 1]","(0.0, 1.0)","(0.0, 0.043032885)",0.062771926003922
2020-08-12,3,4,0.0010360101840377553,0.1,[11],[20],"[3, 1]","(0.0, 1.0)","(0.07720944, 0.80954206)",0.2385009110172506
2020-08-12,3,4,0.0010360101840377553,0.1,[11],[20],"[3, 1]","(0.0, 1.0)","(0.0, 0.26896375)",0.10378186039452808
2020-08-12,3,4,0.0011680608274593025,0.1,"[21, 21]","[12, 12]","[15, 1]","(0.0, 1.0)","(0.0, 0.21335535)",0.14334186193613702
2020-08-12,3,4,0.0011680608274593025,0.1,"[21, 21]","[12, 12]","[15, 1]","(0.0, 1.0)","(0.0, 0.4441119)",0.13775953580340175
2020-08-12,3,4,0.0011680608274593025,0.1,"[21, 21]","[12, 12]","[15, 1]","(0.0, 1.0)","(0.001990687, 0.22959374)",0.12354038736727425
2020-08-12,3,4,0.0020530208337368712,0.1,[13],"[13, 13]","[4, 1]","(0.0, 1.0)","(0.003107965, 0.077582896)",0.12218511645014732
2020-08-12,3,4,0.0020530208337368712,0.1,[13],"[13, 13]","[4, 1]","(0.0, 1.0)","(0.0, 0.21743794)",0.10365491868645317
2020-08-12,3,4,0.0020530208337368712,0.1,[13],"[13, 13]","[4, 1]","(0.0, 1.0)","(0.0, 0.11406142)",0.08818545518208057
2020-08-12,3,4,0.004193529411176824,0.1,[25],[27],"[2, 1]","(0.0, 1.0)","(0.014350427, 1.0)",0.07159979239366134
2020-08-12,3,4,0.004193529411176824,0.1,[25],[27],"[2, 1]","(0.0, 1.0)","(0.0, 0.13105227)",0.09473732306117152
2020-08-12,3,4,0.0077898628705913775,0.1,"[11, 11]",[19],"[11, 1]","(0.0, 1.0)","(0.0, 0.24746746)",0.060407494999640536
2020-08-12,3,4,0.0077898628705913775,0.1,"[11, 11]",[19],"[11, 1]","(0.0, 1.0)","(0.0, 0.24955767)",0.07807971047077032
2020-08-12,3,4,0.0077898628705913775,0.1,"[11, 11]",[19],"[11, 1]","(0.0, 1.0)","(0.0, 0.2081826)",0.08765191946929723
2020-08-12,3,4,0.009749003367680443,0.1,[8],[9],"[13, 1]","(0.0, 1.0)","(0.0, 0.30789784)",0.08818185746486734
2020-08-12,3,4,0.009749003367680443,0.1,[8],[9],"[13, 1]","(0.0, 1.0)","(0.0, 0.49004772)",0.06180822213336599
2020-08-12,3,4,0.009749003367680443,0.1,[8],[9],"[13, 1]","(0.0, 1.0)","(0.0, 0.41365373)",0.17408333487060612
2020-08-12,3,4,0.0010895911442395764,0.1,[19],"[15, 15]","[7, 1]","(0.0, 1.0)","(0.0, 0.16179734)",0.11191853169848223
2020-08-12,3,4,0.0010895911442395764,0.1,[19],"[15, 15]","[7, 1]","(0.0, 1.0)","(0.0, 0.0937794)",0.08425679045686597
2020-08-12,3,4,0.001928205251542076,0.1,"[28, 28]",[11],[1],"(0.0, 1.0)","(0.0, 0.49575338)",0.06926916047295056
2020-08-12,3,4,0.001928205251542076,0.1,"[28, 28]",[11],[1],"(0.0, 1.0)","(0.0, 0.24767962)",0.060077389969559566
2020-08-12,3,4,0.001928205251542076,0.1,"[28, 28]",[11],[1],"(0.0, 1.0)","(0.0, 0.90462077)",0.11895038067735814
2020-08-12,3,4,0.001009922460049608,0.1,[21],"[8, 8]","[14, 1]","(0.0, 1.0)","(0.040135175, 0.26601762)",0.14578930418315364
2020-08-12,3,4,0.001009922460049608,0.1,[21],"[8, 8]","[14, 1]","(0.0, 1.0)","(0.0, 0.023104168)",0.059754037764460644
2020-08-12,3,4,0.001009922460049608,0.1,[21],"[8, 8]","[14, 1]","(0.0, 1.0)","(0.051293634, 0.1914809)",0.12221256824767363
2020-08-12,3,4,0.002564108686216029,0.1,"[12, 12]","[10, 10]","[2, 1]","(0.0, 1.0)","(0.0, 0.12624887)",0.0671517088507476
2020-08-12,3,4,0.002564108686216029,0.1,"[12, 12]","[10, 10]","[2, 1]","(0.0, 1.0)","(0.0, 0.2647723)",0.11895384296076866
2020-08-12,3,4,0.002564108686216029,0.1,"[12, 12]","[10, 10]","[2, 1]","(0.0, 1.0)","(0.0, 0.19186203)",0.12621101230288873
2020-08-12,3,4,0.006328003332324685,0.1,[31],[15],[1],"(0.0, 1.0)","(0.0, 0.35695782)",0.0637739059900325
2020-08-12,3,4,0.006328003332324685,0.1,[31],[15],[1],"(0.0, 1.0)","(0.0, 0.39452988)",0.06286279957019096
2020-08-12,3,4,0.006328003332324685,0.1,[31],[15],[1],"(0.0, 1.0)","(0.0, 0.6493607)",0.25440327546013985
2020-08-12,3,4,0.007366082187258016,0.1,"[15, 15]","[12, 12]",[1],"(0.0, 1.0)","(0.080987364, 0.39066362)",0.1844361001614444
2020-08-12,3,4,0.007366082187258016,0.1,"[15, 15]","[12, 12]",[1],"(0.0, 1.0)","(0.0, 0.20441723)",0.11157790534923574
2020-08-12,3,4,0.007366082187258016,0.1,"[15, 15]","[12, 12]",[1],"(0.0, 1.0)","(0.0, 0.10874052)",0.06953693005175185
2020-08-12,3,4,0.0042845597950456615,0.1,"[11, 11]",[27],"[5, 1]","(0.0, 1.0)","(0.0, 0.05932209)",0.10509682264514045
2020-08-12,3,4,0.0042845597950456615,0.1,"[11, 11]",[27],"[5, 1]","(0.0, 1.0)","(0.0, 0.52024186)",0.15844619471510168
2020-08-12,3,4,0.0042845597950456615,0.1,"[11, 11]",[27],"[5, 1]","(0.0, 1.0)","(0.0, 0.0)",0.059356820236828776
2020-08-12,3,4,0.001528382111373958,0.1,[32],[15],"[3, 1]","(0.0, 1.0)","(0.036675528, 0.2662586)",0.13126421032828858
2020-08-12,3,4,0.001528382111373958,0.1,[32],[15],"[3, 1]","(0.0, 1.0)","(0.0, 0.27017558)",0.05967051275534134
2020-08-12,3,4,0.001528382111373958,0.1,[32],[15],"[3, 1]","(0.0, 1.0)","(0.0, 0.56837744)",0.09951528351527657
2020-08-12,3,4,0.002737329142254416,0.1,"[12, 12]",[11],[1],"(0.0, 1.0)","(0.0, 0.8539916)",0.07602843382685849
2020-08-12,3,4,0.002737329142254416,0.1,"[12, 12]",[11],[1],"(0.0, 1.0)","(0.0, 0.65043354)",0.11714412291578874
2020-08-12,3,4,0.002737329142254416,0.1,"[12, 12]",[11],[1],"(0.0, 1.0)","(0.0, 0.5010648)",0.05960680474066603
2020-08-12,3,4,0.0018242171042016939,0.1,[14],[12],[1],"(0.0, 1.0)","(0.0, 0.5459134)",0.0710294344651566
2020-08-12,3,4,0.0018242171042016939,0.1,[14],[12],[1],"(0.0, 1.0)","(0.0, 0.7753391)",0.3231294804152852
2020-08-12,3,4,0.0018242171042016939,0.1,[14],[12],[1],"(0.0, 1.0)","(0.0, 0.2497329)",0.10343829363534997
2020-08-12,3,4,0.0010742539641660678,0.1,"[9, 9]",[26],"[13, 1]","(0.0, 1.0)","(0.0, 1.0)",0.09085621829631964
2020-08-12,3,4,0.0010742539641660678,0.1,"[9, 9]",[26],"[13, 1]","(0.0, 1.0)","(0.0, 0.1362285)",0.05955444912283618
2020-08-12,3,4,0.0010742539641660678,0.1,"[9, 9]",[26],"[13, 1]","(0.0, 1.0)","(0.0, 0.77550274)",0.06104202713551393
2020-08-12,3,4,0.0034487299281374113,0.1,"[11, 11]",[28],"[9, 1]","(0.0, 1.0)","(0.0, 0.4316951)",0.06392729882020426
2020-08-12,3,4,0.0034487299281374113,0.1,"[11, 11]",[28],"[9, 1]","(0.0, 1.0)","(0.0, 0.44509473)",0.06628230862325826
2020-08-12,3,4,0.0025437246502173104,0.1,"[28, 28]",[17],[1],"(0.0, 1.0)","(0.0, 0.2579256)",0.059356305775137126
2020-08-12,3,4,0.0025437246502173104,0.1,"[28, 28]",[17],[1],"(0.0, 1.0)","(0.0, 0.7062204)",0.133578063641849
2020-08-12,3,4,0.0025437246502173104,0.1,"[28, 28]",[17],[1],"(0.0, 1.0)","(0.0, 0.6525836)",0.10702641757945378
2020-08-12,3,4,0.003252198418449067,0.1,"[20, 20]",[20],[1],"(0.0, 1.0)","(0.0, 0.523196)",0.059573435622854096
2020-08-12,3,4,0.003252198418449067,0.1,"[20, 20]",[20],[1],"(0.0, 1.0)","(0.0, 1.0)",0.47656785755741055
2020-08-12,3,4,0.003252198418449067,0.1,"[20, 20]",[20],[1],"(0.0, 1.0)","(0.0, 0.49222684)",0.06533254605437258
2020-08-12,3,4,0.00141397482821413,0.1,[9],"[9, 9]",[1],"(0.0, 1.0)","(0.0, 0.09623372)",0.11181467180539775
2020-08-12,3,4,0.00141397482821413,0.1,[9],"[9, 9]",[1],"(0.0, 1.0)","(0.0, 0.048101906)",0.07209648601267488
2020-08-12,3,4,0.00141397482821413,0.1,[9],"[9, 9]",[1],"(0.0, 1.0)","(0.0, 0.21759775)",0.10666733524648261
2020-08-12,3,4,0.006625401600880547,0.1,"[31, 31]","[9, 9]",[1],"(0.0, 1.0)","(0.0, 0.017231274)",0.05935679547696523
2020-08-12,3,4,0.006625401600880547,0.1,"[31, 31]","[9, 9]",[1],"(0.0, 1.0)","(0.0, 0.23387514)",0.06592716045659325
2020-08-12,3,4,0.006625401600880547,0.1,"[31, 31]","[9, 9]",[1],"(0.0, 1.0)","(0.0, 0.22456864)",0.10309602320719087
2020-08-12,3,4,0.005904526715410455,0.1,"[13, 13]","[13, 13]","[11, 1]","(0.0, 1.0)","(0.0, 0.108580954)",0.08226761749719538
2020-08-12,3,4,0.005904526715410455,0.1,"[13, 13]","[13, 13]","[11, 1]","(0.0, 1.0)","(0.0, 0.10399581)",0.10082699257994393
2020-08-12,3,4,0.005904526715410455,0.1,"[13, 13]","[13, 13]","[11, 1]","(0.0, 1.0)","(0.0, 0.15417838)",0.11078520995599883
2020-08-12,3,4,0.009205155803006362,0.1,"[8, 8]",[14],[1],"(0.0, 1.0)","(0.0, 0.87674445)",0.32952279360892145
2020-08-12,3,4,0.009205155803006362,0.1,"[8, 8]",[14],[1],"(0.0, 1.0)","(0.0, 0.85019815)",0.07620081859903848
2020-08-12,3,4,0.009205155803006362,0.1,"[8, 8]",[14],[1],"(0.0, 1.0)","(0.0, 0.19762263)",0.0635814558006638
2020-08-12,3,4,0.005203494865251641,0.1,[14],[19],[1],"(0.0, 1.0)","(0.0, 0.31219164)",0.05935499489124237
2020-08-12,3,4,0.005203494865251641,0.1,[14],[19],[1],"(0.0, 1.0)","(0.0, 0.74174225)",0.09113611731668744
2020-08-12,3,4,0.005203494865251641,0.1,[14],[19],[1],"(0.0, 1.0)","(0.0, 0.8712779)",0.06259351572179642
2020-08-12,3,4,0.0035537834971323024,0.1,[22],"[12, 12]",[1],"(0.0, 1.0)","(0.0, 0.12506333)",0.07340316079511758
2020-08-12,3,4,0.0035537834971323024,0.1,[22],"[12, 12]",[1],"(0.0, 1.0)","(0.0, 0.4542786)",0.12882592783739533
2020-08-12,3,4,0.0035537834971323024,0.1,[22],"[12, 12]",[1],"(0.0, 1.0)","(0.0, 0.24333979)",0.08732273560667614
2020-08-12,3,4,0.003989248646607711,0.1,"[19, 19]",[15],[1],"(0.0, 1.0)","(0.0, 0.8807248)",0.4727341213370555
2020-08-12,3,4,0.003989248646607711,0.1,"[19, 19]",[15],[1],"(0.0, 1.0)","(0.0, 0.50438786)",0.07779397501783747
2020-08-12,3,4,0.003989248646607711,0.1,"[19, 19]",[15],[1],"(0.0, 1.0)","(0.0, 0.7070395)",0.06508813009746861
2020-08-12,3,4,0.00153143505646555,0.1,"[19, 19]",[15],[1],"(0.0, 1.0)","(0.0, 0.6240437)",0.1071005361575907
2020-08-12,3,4,0.00153143505646555,0.1,"[19, 19]",[15],[1],"(0.0, 1.0)","(0.0, 0.9067304)",0.06820337572098471
2020-08-12,3,4,0.00153143505646555,0.1,"[19, 19]",[15],[1],"(0.0, 1.0)","(0.0, 0.78375804)",0.2554668294529996
2020-08-12,3,4,0.00582457835225705,0.1,[29],[15],"[8, 1]","(0.0, 1.0)","(0.0, 0.46332574)",0.14629622989293442
2020-08-12,3,4,0.00582457835225705,0.1,[29],[15],"[8, 1]","(0.0, 1.0)","(0.0, 0.35450363)",0.08937987190076908
2020-08-12,3,4,0.00582457835225705,0.1,[29],[15],"[8, 1]","(0.0, 1.0)","(0.0, 0.9619218)",0.12301237976031111
2020-08-12,3,4,0.001376783096964657,0.1,"[9, 9]",[25],"[12, 1]","(0.0, 1.0)","(0.0, 0.6303188)",0.24094352803887314
2020-08-12,3,4,0.001376783096964657,0.1,"[9, 9]",[25],"[12, 1]","(0.0, 1.0)","(0.0, 0.25641838)",0.07717442266655458
2020-08-12,3,4,0.001376783096964657,0.1,"[9, 9]",[25],"[12, 1]","(0.0, 1.0)","(0.0, 0.55565816)",0.27251772352811116
2020-08-12,3,4,0.005669158011612114,0.1,[31],[10],"[2, 1]","(0.0, 1.0)","(0.0, 0.06332266)",0.11062574164026782
2020-08-12,3,4,0.005669158011612114,0.1,[31],[10],"[2, 1]","(0.0, 1.0)","(0.0, 0.068712905)",0.09237364540063579
2020-08-12,3,4,0.005669158011612114,0.1,[31],[10],"[2, 1]","(0.0, 1.0)","(0.0, 0.07063502)",0.11471834249370225
2020-08-12,3,4,0.0033224576066562704,0.1,"[26, 26]","[10, 10]","[11, 1]","(0.0, 1.0)","(0.0, 0.03475259)",0.06542414908749396
2020-08-12,3,4,0.0033224576066562704,0.1,"[26, 26]","[10, 10]","[11, 1]","(0.0, 1.0)","(0.014265288, 0.092399)",0.10613544264704569
2020-08-12,3,4,0.0033224576066562704,0.1,"[26, 26]","[10, 10]","[11, 1]","(0.0, 1.0)","(0.0, 0.102395125)",0.06515688584661125
2020-08-12,3,4,0.001959463601628751,0.1,[11],"[13, 13]",[1],"(0.0, 1.0)","(0.10679631, 0.27647796)",0.21128505271024145
2020-08-12,3,4,0.001959463601628751,0.1,[11],"[13, 13]",[1],"(0.0, 1.0)","(0.0, 0.3095691)",0.11042475147520563
2020-08-12,3,4,0.001959463601628751,0.1,[11],"[13, 13]",[1],"(0.0, 1.0)","(0.0, 0.35208338)",0.09223092381544869
2020-08-12,3,4,0.0015937010119499687,0.1,"[25, 25]","[11, 11]",[1],"(0.0, 1.0)","(0.0, 0.21267335)",0.1050992894967634
2020-08-12,3,4,0.0015937010119499687,0.1,"[25, 25]","[11, 11]",[1],"(0.0, 1.0)","(0.0, 0.1340157)",0.08488089519775532
2020-08-12,3,4,0.0015937010119499687,0.1,"[25, 25]","[11, 11]",[1],"(0.0, 1.0)","(0.017295089, 0.25907603)",0.13721657177264537
2020-08-12,3,4,0.004043781225136716,0.1,[30],[9],[1],"(0.0, 1.0)","(0.0, 0.5313712)",0.09792707495123125
2020-08-12,3,4,0.004043781225136716,0.1,[30],[9],[1],"(0.0, 1.0)","(0.0, 0.3434424)",0.10043068635257475
2020-08-12,3,4,0.004043781225136716,0.1,[30],[9],[1],"(0.0, 1.0)","(0.0, 0.21408491)",0.06361536203250034
2020-08-12,3,4,0.009133482654192384,0.1,"[14, 14]","[11, 11]","[5, 1]","(0.0, 1.0)","(0.0, 0.09962463)",0.06887417495956104
2020-08-12,3,4,0.009133482654192384,0.1,"[14, 14]","[11, 11]","[5, 1]","(0.0, 1.0)","(0.06652778, 0.1788907)",0.15070764011640317
2020-08-12,3,4,0.009133482654192384,0.1,"[14, 14]","[11, 11]","[5, 1]","(0.0, 1.0)","(0.0, 0.1751958)",0.10366270771310458
2020-08-12,3,4,0.006431405135126964,0.1,[9],"[9, 9]",[1],"(0.0, 1.0)","(0.0, 0.26293766)",0.1609815243253889
2020-08-12,3,4,0.006431405135126964,0.1,[9],"[9, 9]",[1],"(0.0, 1.0)","(0.0, 0.31461757)",0.05949023947544588
